question;type;sql;relevant_values;variation
¿Qué edificio tuvo el mayor consumo total semanal durante las primeras dos semanas de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;original
¿Cuál edificio registró el consumo semanal más alto durante las dos primeras semanas de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_1
En las primeras 2 semanas de mayo 2025, que bulding tuvo el consumo total más grande?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_2
Podrías decirme qué construcción tuvo el consumo total semanal más alto en la primera quincena de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_3
¿Me puedes indicar qué inmueble consumió más energía en total durante las primeras dos semanas del mayo 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_4
¿Qué edificio fue el que más consumo acumuló semanalmente en las dos primeras semanas de mayo del 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-05-01' AND w.""week_start"" < DATE '2025-05-15' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el menor consumo promedio diario la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál fue el edificio con el consumo diario promedio más bajo durante la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
¿Qué inmueble consumió menos energía, en promedio, cada día la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Che, ¿qué edificio fue el que menos gasto promedio diario tuvo la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
¿Podrías indicarme qué edificio tuvo el menor consuno promedio diario en los últimos siete días?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
¿Durante la pasada semana, cuál de los edificos tuvo el consumo diario promedio más reducido?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el menor consumo total acumulado (YTD) hasta el mes actual?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál edificio registró el consumo total más bajo acumulado hasta el mes actual?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
¿Qué edificio tuvo el consumo total acumulado más pequeño hasta ahora en el año?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Cuál fue el edificio con menos consumo de energía acumulado YTD hasta el mes presente?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
¿En cuál edifio se ha consumido menos energía en total acumulado este año hasta el mes que vamos?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
Qué edificio tuvo el menor conjumo total acetumulado hasta el mes corrient?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor diferencia en consumo total en kWh respecto al mismo mes del año anterior en mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;original
¿Cuál edificio presentó la mayor diferencia en el consumo total de kWh en mayo de 2025 comparado con el mismo mes del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_1
En mayo de 2025, ¿qué edificio tuvo el mayor cambio en consumo eléctrico total respecto a mayo del 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_2
¿Que edificio tuvo la mayor diferenia en consumo de kWh en mayo 2025 frente al mismo mes del año pasado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_3
Oye, ¿me puedes decir cuál fue el edificio que más varió en su consumo total de kWh en mayo 2025 comparado con igual mes del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_4
Podrías indicarme qué edifcio mostró la mayor diferencia en la cantidad de kWh consumidos en mayo del 2025 respecto al mismo periodo del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-05-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor variación porcentual negativa de consumo entre este mes y el anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;original
¿Cuál fue el edificio que registró la mayor reducción porcentual en su consumo comparando este mes con el anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_1
Entre todos los edificios, ¿cuál sufrió la caída más grande en consumo porcentaje entre este mes y el mes pasado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_2
¿Que edificio tukvo la mayor variacion porcentual negativa de consumó entre este mes y el anteriór?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_3
¿Puedes decirme qué inmueble tuvo la mayor baja porcentual en el consumo de energía de un mes a otro?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_4
Dime qué edificio tuvo la mayor diferencia negativa en consumo porcentual de este mes frente al anterior.;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_5
¿Cómo se compara el consumo total del edificio Ayuntamiento Municipal en mayo de 2024 con el mismo mes del año anterior?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;original
¿Podrías indicarme cómo varió el consumo total del edificio Ayuntamiento Municipal en mayo de 2024 comparado con mayo del año pasado?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;rephrased_1
¿Cuánto consumo tuvo el edificio muni en mayo de 2024 en comparación con el mismo mes del año anterior?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;rephrased_2
¿Cómo estuvo el gasto total de energía del edificio Ayunta'miento Municipal en mayo 2024 respecto al mismo mes en 2023?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;rephrased_3
Me gustaría saber si el consumo del edificio municipal en mayo 2024 fue mayor o menor que en mayo de 2023, ¿me puedes ayudar?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;rephrased_4
¿Puedes decirme cómo se compara en términos de consumo total el Ayuntamiento Municipal durante el mes de mayo de 2024 versus mayo 2023?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_year_same_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Ayuntamiento Municipal' AND m.""year_month"" = DATE '2024-05-01';";Ayuntamiento Municipal;rephrased_5
